player_id,team_name,short_name,vaep_count,vaep_sum,minutes_played,vaep_rating
105361.0,Croatia,I. Strinić,376,0.7475263,518.2305383333334,0.12982130859086854
3431.0,Brazil,João Miranda,308,0.6785453,478.14688911666667,0.12772032596699637
257762.0,Colombia,D. Sánchez,251,0.52060455,380.24272318333334,0.12322236668174025
37896.0,Japan,E. Kawashima,124,0.4983454,377.0807350333333,0.11894292520374193
361807.0,Uruguay,R. Bentancur,282,0.4786904,375.0285898,0.11487693316875269
279545.0,France,L. Hernández,375,0.7328457,619.9897701166667,0.10638258710340485
8277.0,England,K. Walker,443,0.58570033,508.34895943333333,0.10369457985624499
297957.0,Switzerland,M. Akanji,347,0.4405474,383.20733015,0.10346687594359588
214220.0,Brazil,Alisson,105,0.509832,478.14688911666667,0.09596399124416229
70123.0,Belgium,A. Witsel,392,0.5719363,562.1349863166666,0.09156922679644276
49855.0,Switzerland,Y. Sommer,173,0.37024027,383.20733015,0.08695455993186818
69968.0,Croatia,M. Brozović,433,0.3962709,418.42930345,0.0852339514477432
20433.0,Denmark,S. Kjær,265,0.34652567,373.8838182833333,0.08341443983409474
55990.0,Denmark,T. Delaney,224,0.32868424,377.8902448333333,0.07828088054712677
7910.0,Spain,David de Gea,89,0.30514058,379.3526738,0.0723934589186515
25816.0,Mexico,G. Ochoa,148,0.2888885,378.51255753333334,0.0686898364407235
103682.0,Russia,R. Zobnin,298,0.34743673,472.4524687,0.06618508369508987
340386.0,Brazil,Gabriel Jesus,153,0.252096,419.1400764333333,0.05413140348580144
8126.0,Portugal,José Fonte,211,0.21586612,383.4143029333334,0.050670905484643765
101576.0,Russia,I. Akinfeev,153,0.04484194,472.4524687,0.008542181436577156
135747.0,Croatia,D. Subašić,234,0.048362415,564.5387491,0.0077100416414869356
11066.0,England,R. Sterling,200,0.033165466,461.34971185,0.0064699116848044745
101583.0,Russia,S. Ignashevich,213,-0.019462032,472.4524687,-0.003707426623817439
26010.0,France,O. Giroud,177,-0.06833358,568.7897393333333,-0.01081247090343469
25393.0,Croatia,D. Lovren,449,-0.10758507,589.5941477666667,-0.016422578692180147
3306.0,Spain,Sergio Ramos,546,-0.15149394,379.3526738,-0.035941369782887374
14908.0,Sweden,M. Berg,141,-0.5870086,436.20230468333335,-0.12111529864166014
3341.0,Spain,Piqué,410,-1.1860533,379.3526738,-0.28138669930452903
